person_id,transaction_date,name,age,sex,education,has_children,has_property,has_car,ever_loan,loan_paid,annual_salary,invested_amount,personal_loan,mortgage,auto_loan,credit_card,overdraft,payroll_loan,student_loan,working_capital_loan
31974,2020-04-23,Clara Anderson,26,Male,Bachelor,No,Yes,Yes,Yes,No,80k-120k,1k-10k,1,1,0,1,1,1,0,1
12186,2020-01-01,Clara Gallo,27,Male,Secondary,Yes,Yes,No,No,No,30k-50k,1k-10k,0,1,0,1,0,0,0,0
2445,2022-10-30,Giulia Müller,27,Male,Postgraduate,No,No,No,Yes,Yes,>120k,>50k,1,1,1,1,0,1,0,1
10515,2021-08-29,Martina Bianchi,45,Female,Secondary,Yes,Yes,No,Yes,Yes,30k-50k,>50k,0,0,1,1,0,0,0,0
20618,2021-03-04,Mia Fernandez,21,Male,Postgraduate,No,No,No,Yes,No,>120k,<1k,1,1,1,0,0,0,0,1
1351,2020-11-29,James Fischer,61,Male,Secondary,Yes,No,Yes,No,No,30k-50k,<1k,0,1,0,1,0,0,0,0
27407,2022-08-03,Elena Brown,48,Male,Primary,No,Yes,No,No,No,30k-50k,1k-10k,1,0,1,1,0,0,0,0
18660,2023-08-08,Chiara Santos,28,Male,Bachelor,No,No,Yes,No,No,50k-80k,1k-10k,0,1,0,1,0,0,0,0
22635,2023-02-15,Charlie Costa,72,Male,Secondary,Yes,Yes,No,Yes,Yes,50k-80k,<1k,0,1,1,1,1,1,0,0
34686,2022-04-15,Hugo Gallo,54,Male,Bachelor,Yes,No,No,No,No,80k-120k,<1k,0,0,1,0,0,0,0,0
10270,2020-12-04,Grace Silva,31,Female,Bachelor,No,Yes,Yes,Yes,Yes,80k-120k,1k-10k,1,1,1,0,0,0,0,1
609,2023-02-11,Giulia Bernard,30,Female,Secondary,Yes,No,No,No,No,30k-50k,1k-10k,0,0,1,0,0,0,0,0
25345,2022-01-09,Francesco Müller,60,Male,Postgraduate,No,No,No,No,No,80k-120k,<1k,1,1,1,1,0,0,0,0
11122,2021-10-31,Anna Thompson,30,Female,Bachelor,No,Yes,Yes,Yes,No,80k-120k,<1k,1,1,0,1,0,0,0,0
39835,2023-04-04,Jules Martinez,57,Female,Primary,No,No,Yes,No,No,<30k,<1k,0,1,0,0,0,0,0,0
35158,2023-12-04,Lily Walker,68,Female,Secondary,No,Yes,Yes,No,No,30k-50k,<1k,1,1,0,1,1,1,0,0
168,2020-10-03,Lucas Schmidt,21,Female,Primary,No,No,Yes,Yes,Yes,30k-50k,<1k,0,1,1,0,0,0,0,0
39544,2020-04-25,James Moreau,51,Male,Bachelor,No,Yes,No,Yes,Yes,50k-80k,<1k,1,1,0,0,0,0,0,0
3257,2021-04-11,Louise Thompson,57,Male,Bachelor,Yes,No,No,Yes,Yes,50k-80k,1k-10k,1,1,1,1,0,1,0,1
2480,2021-08-10,Oliver Walker,74,Male,Secondary,Yes,Yes,Yes,Yes,Yes,50k-80k,1k-10k,1,0,1,1,0,0,0,1
23976,2023-03-24,Louise Bernard,69,Male,Secondary,No,Yes,Yes,Yes,Yes,50k-80k,<1k,1,1,0,1,0,0,0,0
27011,2021-09-02,Arthur Silva,36,Male,Secondary,No,No,Yes,No,No,30k-50k,10k-50k,0,1,0,1,0,0,0,0
35585,2023-02-11,Martina Dupont,59,Male,Primary,No,Yes,No,Yes,No,30k-50k,1k-10k,0,1,1,1,1,0,0,0
8983,2020-03-16,Luca Fernandez,22,Male,Secondary,Yes,Yes,Yes,No,No,50k-80k,10k-50k,0,1,0,0,0,0,0,1
36770,2023-05-07,Mia Costa,71,Male,Secondary,No,No,No,Yes,Yes,50k-80k,10k-50k,1,1,1,1,0,1,0,0
10641,2022-07-25,Harry Brown,24,Male,Secondary,Yes,Yes,Yes,No,No,30k-50k,1k-10k,0,1,0,1,0,0,0,0
7741,2023-05-09,Oliver Gallo,58,Female,Secondary,Yes,Yes,Yes,Yes,Yes,50k-80k,<1k,1,1,1,1,0,1,0,0
25703,2023-10-31,Eva White,20,Female,Bachelor,No,No,Yes,Yes,Yes,50k-80k,10k-50k,1,1,0,1,0,0,0,0
38795,2020-07-04,Paul Thompson,57,Male,Bachelor,Yes,No,Yes,No,No,80k-120k,1k-10k,1,1,0,1,1,0,0,1
21135,2023-09-22,Thomas Rossi,23,Male,Primary,Yes,No,No,No,No,<30k,1k-10k,1,0,1,0,1,0,0,0
11354,2021-12-18,Sophia Johnson,45,Male,Bachelor,Yes,Yes,Yes,No,No,50k-80k,<1k,1,1,0,1,0,0,0,1
11382,2020-02-02,Matteo Ricci,63,Male,Secondary,Yes,Yes,Yes,No,No,50k-80k,<1k,1,1,1,0,1,0,0,1
15239,2021-01-13,Isabella Smith,18,Female,Primary,No,No,No,No,No,30k-50k,10k-50k,0,0,1,1,0,0,0,1
17617,2022-02-17,Lily Schmidt,30,Female,Primary,Yes,No,Yes,No,No,<30k,1k-10k,0,0,1,1,0,0,0,0
14423,2021-10-23,Lily Ricci,58,Female,Primary,No,Yes,No,No,No,30k-50k,10k-50k,0,0,1,1,0,0,1,0
29639,2023-07-26,Hugo Garcia,21,Female,Primary,Yes,No,No,No,No,30k-50k,10k-50k,0,0,1,0,1,0,1,0
4729,2022-10-14,Martina Lopez,64,Female,Bachelor,No,No,Yes,Yes,Yes,50k-80k,<1k,1,1,0,1,0,0,0,1
24030,2021-11-07,Elena Walker,59,Female,Primary,No,No,Yes,Yes,Yes,<30k,10k-50k,0,0,0,0,0,1,0,0
18385,2020-07-23,Lucas Pereira,26,Female,Bachelor,No,Yes,Yes,Yes,Yes,80k-120k,10k-50k,1,1,0,0,0,0,0,1
30090,2020-08-02,Thomas Fischer,53,Female,Secondary,No,No,Yes,Yes,Yes,50k-80k,1k-10k,1,1,0,1,0,1,0,1
22391,2020-07-05,Harry Gallo,39,Female,Postgraduate,Yes,No,No,No,No,80k-120k,1k-10k,0,1,1,0,0,0,1,0
33008,2020-07-27,Sophia Meyer,74,Female,Primary,No,Yes,Yes,Yes,Yes,30k-50k,<1k,0,1,0,0,1,0,0,0
23824,2023-06-21,James Walker,50,Male,Primary,Yes,Yes,Yes,No,No,30k-50k,1k-10k,0,1,0,0,1,0,0,0
2191,2021-09-20,Chiara Dubois,54,Female,Secondary,Yes,Yes,Yes,Yes,No,50k-80k,10k-50k,0,1,1,1,0,1,0,0
37460,2021-07-13,Oscar Meyer,42,Male,Primary,Yes,Yes,Yes,No,No,<30k,1k-10k,0,0,0,0,0,0,1,0
2016,2021-09-05,Amelia Fernandez,58,Female,Postgraduate,No,No,Yes,No,No,80k-120k,1k-10k,1,1,1,1,0,0,0,0
21755,2023-02-26,Andrea Costa,32,Male,Bachelor,Yes,Yes,No,Yes,Yes,50k-80k,1k-10k,1,0,1,0,0,0,0,1
16547,2021-12-18,Thomas Müller,55,Female,Secondary,No,No,No,No,No,30k-50k,1k-10k,0,0,1,0,0,0,0,0
31,2021-07-08,Alessandro Schmidt,58,Female,Bachelor,Yes,No,Yes,Yes,No,50k-80k,<1k,1,1,0,0,0,0,0,0
6602,2022-06-23,Amelia Fernandez,37,Female,Secondary,Yes,Yes,Yes,Yes,Yes,50k-80k,1k-10k,1,1,1,0,0,0,0,1
24390,2020-02-16,Giulia Johnson,61,Female,Primary,Yes,Yes,Yes,No,No,<30k,<1k,0,0,0,0,1,1,0,0
18560,2022-03-08,Sophia Silva,26,Female,Secondary,No,Yes,Yes,No,No,30k-50k,1k-10k,0,1,0,0,1,0,0,0
21450,2023-05-25,Louis Santos,35,Female,Secondary,Yes,Yes,Yes,No,No,50k-80k,1k-10k,1,1,1,0,1,0,0,1
17232,2021-09-19,Noah Costa,42,Female,Secondary,Yes,No,Yes,No,No,50k-80k,<1k,1,0,0,1,0,0,0,1
24277,2021-11-02,Jules Meyer,50,Female,Bachelor,Yes,Yes,Yes,No,No,50k-80k,<1k,1,1,0,0,0,0,0,0
29417,2021-09-15,Francesco Wagner,51,Male,Secondary,Yes,Yes,No,Yes,Yes,30k-50k,1k-10k,0,1,1,0,0,0,0,0
7978,2022-04-03,Antoine Santos,35,Female,Bachelor,No,No,No,No,No,80k-120k,1k-10k,0,1,1,1,0,0,0,0
37101,2022-11-21,Laura Taylor,36,Female,Primary,Yes,No,Yes,No,No,<30k,10k-50k,0,0,0,0,1,0,0,0
14295,2020-01-14,James Gallo,21,Female,Primary,No,No,Yes,Yes,Yes,30k-50k,<1k,1,0,0,1,0,1,0,1
9205,2023-07-10,Thomas Bernard,62,Female,Secondary,Yes,No,No,Yes,Yes,50k-80k,10k-50k,1,0,0,0,1,1,0,0
19409,2022-01-02,Camille Garcia,32,Female,Primary,No,No,No,No,No,30k-50k,<1k,0,0,0,1,0,0,0,0
35839,2021-01-14,Olivia Costa,29,Male,Postgraduate,No,Yes,Yes,No,No,>120k,<1k,0,1,1,1,0,0,0,1
17459,2022-09-05,Emily Johnson,30,Male,Secondary,Yes,Yes,No,No,No,50k-80k,10k-50k,0,0,1,0,0,1,0,1
22353,2021-04-06,Matteo Thompson,57,Male,Primary,Yes,No,No,No,No,30k-50k,1k-10k,0,0,0,0,1,0,0,0
20868,2021-08-16,Luca Bianchi,18,Female,Bachelor,Yes,No,No,Yes,Yes,50k-80k,>50k,1,1,0,0,0,1,0,0
23614,2023-09-16,Sophia Lefevre,46,Male,Bachelor,No,Yes,No,Yes,Yes,50k-80k,<1k,1,1,1,1,1,0,1,1
13655,2020-12-24,Antoine Silva,25,Female,Secondary,No,Yes,No,No,No,30k-50k,<1k,1,1,0,0,0,0,0,0
23705,2022-09-25,Clara Santos,55,Female,Primary,No,Yes,No,Yes,Yes,30k-50k,1k-10k,0,1,0,1,0,0,0,1
17120,2022-10-19,Amelia Silva,50,Female,Secondary,Yes,No,No,No,No,50k-80k,1k-10k,1,1,1,1,0,0,0,0
8134,2023-01-06,Harry Lefevre,40,Female,Secondary,Yes,Yes,Yes,No,No,30k-50k,<1k,0,1,1,1,0,0,0,0
30761,2022-10-17,Francesco Garcia,45,Female,Secondary,Yes,No,No,No,No,30k-50k,1k-10k,1,0,0,0,0,0,0,0
16038,2022-11-13,Lucas Hall,59,Male,Bachelor,Yes,No,Yes,Yes,No,50k-80k,<1k,0,1,0,1,0,0,1,1
22206,2023-06-23,Alessandro Hall,27,Male,Primary,Yes,No,No,No,No,30k-50k,1k-10k,1,0,1,0,1,0,0,0
22061,2023-07-12,Louise Weber,25,Male,Bachelor,No,Yes,Yes,No,No,50k-80k,1k-10k,1,1,1,0,0,1,0,1
16080,2021-11-09,Andrea Müller,52,Female,Bachelor,Yes,No,No,No,No,50k-80k,<1k,0,1,0,1,0,1,0,0
20862,2023-01-05,Clara Costa,64,Male,Secondary,Yes,Yes,Yes,No,No,50k-80k,1k-10k,0,1,0,1,0,0,0,1
16480,2022-12-22,Giovanni Garcia,32,Male,Secondary,Yes,No,No,Yes,No,30k-50k,>50k,0,0,1,0,0,0,1,0
9104,2021-06-03,Mia Lefevre,59,Female,Secondary,Yes,No,Yes,Yes,Yes,30k-50k,1k-10k,0,0,0,1,0,1,0,0
29459,2021-05-22,Jacob Anderson,51,Male,Secondary,Yes,Yes,Yes,Yes,Yes,30k-50k,1k-10k,0,1,1,0,0,1,0,0
37157,2021-11-09,Chiara Brown,39,Female,Secondary,No,No,Yes,Yes,Yes,30k-50k,>50k,1,0,0,0,0,0,0,1
11499,2022-03-05,Paul Rossi,24,Male,Bachelor,No,Yes,Yes,Yes,Yes,50k-80k,<1k,1,1,1,1,0,0,0,0
20821,2023-04-10,Olivia Bernard,65,Male,Primary,Yes,Yes,Yes,Yes,Yes,30k-50k,10k-50k,1,0,0,1,1,1,0,0
8911,2020-06-18,Oliver Lopez,21,Female,Secondary,No,No,No,Yes,Yes,30k-50k,1k-10k,1,0,0,1,1,0,0,1
23400,2023-11-11,Jules Smith,19,Female,Bachelor,Yes,No,Yes,No,No,80k-120k,10k-50k,0,1,0,0,0,0,0,1
23759,2021-01-06,Lily Walker,38,Female,Bachelor,No,No,No,No,No,50k-80k,10k-50k,0,0,1,1,0,0,0,0
7659,2020-08-23,Matteo Thompson,35,Female,Bachelor,No,No,No,Yes,Yes,80k-120k,<1k,1,0,1,1,0,0,0,0
31885,2022-11-30,Oliver Fernandez,46,Male,Secondary,No,No,No,Yes,Yes,30k-50k,10k-50k,0,0,0,0,0,1,0,1
15266,2021-04-17,Louise Dupont,48,Male,Postgraduate,No,No,Yes,No,No,80k-120k,10k-50k,0,1,0,0,0,1,1,0
20066,2022-01-03,Marco Lefevre,46,Female,Bachelor,Yes,No,No,No,No,80k-120k,1k-10k,0,0,1,0,0,0,1,0
39959,2023-10-18,Camille Bianchi,20,Male,Bachelor,Yes,Yes,Yes,No,No,50k-80k,1k-10k,0,1,0,0,0,0,0,1
32506,2023-05-19,Oscar Schmidt,66,Female,Secondary,Yes,Yes,Yes,Yes,Yes,50k-80k,10k-50k,1,1,0,0,1,1,1,1
11412,2022-10-10,Sofia Fischer,44,Male,Secondary,Yes,No,Yes,No,No,50k-80k,<1k,1,1,0,1,1,0,0,0
32698,2021-10-06,Sofia Brown,70,Female,Primary,Yes,No,Yes,No,No,30k-50k,1k-10k,0,0,0,0,1,0,0,0
15163,2020-08-22,Marco Walker,31,Male,Secondary,Yes,No,No,No,No,30k-50k,1k-10k,0,0,1,1,0,0,0,0
6036,2020-08-18,Mia Dupont,44,Female,Secondary,No,No,No,No,No,50k-80k,1k-10k,0,1,1,0,0,0,0,1
22511,2023-08-05,Jacob Schmidt,71,Male,Primary,No,Yes,Yes,No,No,30k-50k,<1k,0,1,1,0,0,0,0,0
6129,2022-01-29,Anna Conti,68,Female,Bachelor,Yes,Yes,Yes,No,No,50k-80k,<1k,0,1,0,1,0,0,0,0
26842,2022-03-31,Jules Walker,36,Female,Bachelor,Yes,No,Yes,Yes,Yes,80k-120k,<1k,1,1,0,1,0,0,0,1
38747,2021-04-08,Oscar Smith,65,Male,Primary,Yes,Yes,No,Yes,No,<30k,<1k,0,0,0,0,1,0,0,0
14818,2023-04-17,Oscar Dubois,27,Female,Bachelor,Yes,No,No,Yes,Yes,50k-80k,1k-10k,1,1,0,0,0,0,0,1
20445,2021-03-07,Mia Rossi,53,Male,Bachelor,Yes,Yes,Yes,No,No,80k-120k,<1k,0,1,1,1,0,0,0,0
2985,2020-02-17,Andrea Conti,71,Female,Secondary,Yes,No,Yes,Yes,Yes,50k-80k,<1k,1,1,0,1,0,1,0,0
19181,2023-09-08,Noah Santos,32,Female,Bachelor,Yes,Yes,Yes,No,No,80k-120k,1k-10k,0,1,0,1,1,0,0,1
5445,2023-01-15,Marie Lopez,20,Male,Primary,No,Yes,No,Yes,Yes,<30k,1k-10k,1,0,1,1,0,1,0,0
37700,2023-08-21,Lily Gallo,33,Male,Primary,Yes,Yes,No,No,No,30k-50k,<1k,0,1,0,0,0,0,0,0
20311,2022-11-11,Lily Thompson,42,Male,Bachelor,Yes,No,Yes,No,No,80k-120k,1k-10k,1,1,0,0,0,0,0,0
3809,2022-10-08,Arthur Fischer,22,Female,Secondary,Yes,No,Yes,Yes,No,50k-80k,<1k,1,1,1,1,1,0,0,0
8681,2021-11-08,Olivia Wagner,27,Male,Secondary,No,Yes,No,No,No,30k-50k,<1k,0,0,1,0,1,0,0,0
23328,2022-04-27,Amelia Silva,54,Female,Secondary,Yes,Yes,No,No,No,50k-80k,<1k,0,1,1,0,1,0,0,0
26835,2023-06-02,Louise Garcia,42,Male,Secondary,Yes,Yes,No,No,No,50k-80k,1k-10k,1,1,1,1,1,0,0,1
19098,2023-08-24,Mia Lopez,36,Female,Primary,Yes,Yes,No,Yes,Yes,<30k,1k-10k,1,0,0,1,1,0,0,0
25827,2020-07-11,Matteo Ricci,41,Male,Secondary,No,Yes,Yes,No,No,30k-50k,1k-10k,1,0,1,0,0,0,0,1
6119,2021-10-09,Matteo Hall,68,Female,Bachelor,Yes,Yes,Yes,Yes,Yes,80k-120k,1k-10k,1,1,1,1,0,0,0,1
38482,2021-12-23,Mia Dupont,59,Male,Secondary,Yes,Yes,No,No,No,50k-80k,>50k,1,1,0,0,0,0,0,0
28537,2021-12-04,Freya Hall,51,Female,Bachelor,Yes,Yes,No,No,No,80k-120k,10k-50k,1,1,1,1,0,0,0,1
14708,2022-06-27,Camille Gallo,28,Female,Secondary,Yes,No,Yes,Yes,Yes,30k-50k,<1k,0,1,0,1,0,0,0,0
25568,2020-11-01,Isabella Garcia,40,Male,Secondary,Yes,No,No,No,No,50k-80k,10k-50k,0,1,1,1,0,0,0,1
24976,2020-06-04,Louis Fernandez,64,Female,Postgraduate,Yes,Yes,Yes,Yes,Yes,80k-120k,1k-10k,1,1,0,1,1,1,0,1
12597,2023-12-23,Oliver Brown,30,Male,Bachelor,Yes,No,No,Yes,Yes,50k-80k,<1k,1,1,1,0,1,0,0,0
36868,2021-08-21,Emily Meyer,55,Female,Secondary,Yes,Yes,Yes,No,No,50k-80k,10k-50k,1,1,1,1,1,0,0,0
26144,2020-09-23,Louise Silva,40,Female,Primary,No,Yes,No,No,No,30k-50k,<1k,0,1,1,1,0,0,0,0
3818,2021-01-29,Jules Hall,62,Female,Secondary,No,No,Yes,Yes,Yes,30k-50k,<1k,1,1,0,1,0,1,0,0
26850,2022-05-27,Matteo Anderson,74,Male,Secondary,No,No,Yes,No,No,30k-50k,<1k,0,1,1,1,0,0,0,0
6483,2020-06-16,Louis Ricci,48,Male,Primary,No,Yes,No,No,No,<30k,<1k,0,0,0,1,0,1,0,0
9318,2020-12-30,Chiara Dubois,47,Female,Primary,Yes,No,No,No,No,30k-50k,1k-10k,0,0,0,0,0,0,0,0
22285,2021-04-13,Louis Smith,26,Female,Bachelor,Yes,No,Yes,No,No,50k-80k,10k-50k,0,1,0,1,0,1,0,1
36092,2023-07-19,Lily Wagner,59,Female,Postgraduate,No,No,Yes,No,No,80k-120k,<1k,1,1,0,0,1,1,0,1
11692,2023-04-06,Mia Weber,73,Male,Secondary,Yes,No,Yes,Yes,Yes,30k-50k,<1k,1,1,0,1,1,0,0,0
1566,2020-09-17,Chiara Walker,69,Female,Bachelor,No,Yes,Yes,Yes,Yes,50k-80k,10k-50k,1,1,0,0,0,0,0,1
21004,2023-08-03,Paul Fischer,25,Female,Secondary,No,Yes,Yes,Yes,Yes,30k-50k,<1k,1,1,0,1,0,0,0,0
15851,2023-09-19,Matteo Moreau,58,Female,Postgraduate,No,Yes,No,No,No,>120k,<1k,1,1,1,1,0,0,0,0
4120,2021-07-29,Anna Hall,72,Male,Bachelor,No,No,No,No,No,50k-80k,<1k,1,0,0,1,0,0,1,0
18039,2023-08-18,Olivia Conti,36,Male,Primary,No,No,Yes,Yes,Yes,<30k,<1k,1,1,0,0,0,1,0,0
242,2023-03-25,Grace Lefevre,22,Male,Secondary,Yes,No,No,No,No,30k-50k,<1k,1,0,0,0,0,0,0,0
4333,2020-05-29,Thomas Lopez,22,Male,Bachelor,Yes,Yes,No,No,No,50k-80k,1k-10k,0,0,1,0,0,1,1,0
35838,2022-12-29,Anna Ricci,72,Male,Bachelor,Yes,Yes,Yes,Yes,Yes,50k-80k,<1k,1,0,0,1,0,0,0,0
13399,2023-11-01,George Lopez,24,Female,Secondary,Yes,Yes,Yes,No,No,30k-50k,10k-50k,0,1,0,0,0,0,0,0
37074,2020-11-27,Martina Smith,46,Male,Secondary,Yes,Yes,Yes,No,No,50k-80k,1k-10k,0,1,1,1,0,0,0,0
25364,2023-02-22,Isabella Moreau,70,Male,Primary,No,Yes,Yes,No,No,<30k,10k-50k,0,0,0,1,0,0,0,1
18661,2022-01-29,Isabella Moreau,34,Male,Secondary,Yes,Yes,No,No,No,50k-80k,<1k,0,1,1,1,1,0,0,1
12746,2023-08-23,Thomas Ricci,32,Female,Secondary,Yes,No,Yes,Yes,No,30k-50k,1k-10k,1,0,0,1,0,0,0,0
35370,2020-09-09,Mia White,61,Male,Primary,No,Yes,No,Yes,No,<30k,1k-10k,1,0,1,1,1,1,0,0
10024,2020-05-11,Camille Fischer,19,Female,Secondary,Yes,No,No,No,No,30k-50k,<1k,1,0,0,1,0,0,0,1
14217,2021-05-20,Matteo Fernandez,64,Male,Bachelor,Yes,Yes,Yes,Yes,Yes,50k-80k,10k-50k,1,1,1,1,1,0,0,1
24962,2020-03-19,Hugo Meyer,35,Male,Secondary,Yes,No,Yes,No,No,30k-50k,<1k,0,1,0,1,0,0,0,0
30108,2022-05-26,Giovanni Schmidt,58,Male,Postgraduate,No,Yes,No,No,No,>120k,<1k,1,1,1,1,0,0,0,1
34180,2021-06-11,Louis Lefevre,42,Male,Secondary,Yes,Yes,Yes,Yes,Yes,30k-50k,1k-10k,1,1,0,0,0,1,0,0
20582,2023-10-20,Laura Gallo,39,Female,Secondary,No,No,Yes,No,No,50k-80k,<1k,1,0,0,1,0,0,0,0
16774,2021-07-07,Mia Pereira,43,Female,Bachelor,Yes,No,Yes,Yes,No,80k-120k,1k-10k,1,1,1,1,0,0,0,1
9418,2021-12-07,Andrea Meyer,32,Female,Primary,No,No,No,Yes,Yes,30k-50k,<1k,1,1,0,1,1,1,0,0
20023,2023-10-22,Oliver Dupont,56,Female,Bachelor,No,Yes,No,No,No,80k-120k,<1k,0,1,1,0,0,0,0,1
3793,2020-02-29,James Walker,70,Female,Primary,No,Yes,Yes,Yes,Yes,30k-50k,<1k,1,1,0,1,1,1,0,0
17225,2023-08-23,Clara Fischer,22,Female,Secondary,Yes,No,Yes,No,No,50k-80k,<1k,0,1,0,1,1,0,0,0
30452,2020-07-28,George Martinez,30,Male,Secondary,Yes,No,No,No,No,30k-50k,<1k,1,0,0,1,0,0,0,0
235,2021-10-31,Laura Brown,26,Male,Secondary,Yes,Yes,No,No,No,30k-50k,<1k,0,0,0,0,1,0,0,0
15318,2022-01-17,Sophia Thompson,49,Female,Postgraduate,Yes,No,No,No,No,>120k,10k-50k,1,1,1,1,1,0,0,1
22464,2023-10-18,Marie Garcia,70,Female,Secondary,No,Yes,Yes,Yes,Yes,50k-80k,1k-10k,1,1,1,1,1,0,0,0
3139,2022-01-13,Harry Lefevre,60,Female,Secondary,No,No,Yes,Yes,Yes,30k-50k,<1k,1,1,0,1,0,0,0,0
17193,2023-03-03,Antoine Santos,71,Male,Bachelor,No,No,Yes,Yes,Yes,80k-120k,>50k,1,1,1,0,0,1,0,1
5160,2022-04-07,Giovanni Johnson,25,Female,Bachelor,Yes,No,No,Yes,Yes,50k-80k,10k-50k,0,0,0,1,1,0,0,0
28663,2020-08-25,Laura Dupont,33,Female,Bachelor,Yes,Yes,Yes,No,No,80k-120k,<1k,1,1,0,1,0,0,0,0
38453,2020-04-09,Sophia Smith,33,Male,Primary,No,No,No,No,No,30k-50k,10k-50k,1,0,0,1,1,0,0,0
67,2023-08-22,Marie Wagner,50,Female,Secondary,Yes,Yes,No,No,No,30k-50k,<1k,1,0,0,0,1,0,0,0
6547,2023-07-06,George Schmidt,50,Female,Primary,Yes,Yes,Yes,No,No,<30k,1k-10k,0,1,0,0,0,0,0,0
13986,2020-05-06,Alessandro Costa,25,Female,Secondary,No,No,No,No,No,30k-50k,<1k,0,0,1,1,1,0,0,0
8188,2023-10-28,Charlie Silva,50,Male,Primary,No,No,Yes,No,No,<30k,10k-50k,0,0,0,0,0,0,0,0
22338,2020-09-01,Louise Silva,53,Male,Primary,Yes,No,No,Yes,Yes,30k-50k,1k-10k,1,0,0,1,0,0,0,0
12170,2022-05-10,Charlie Anderson,45,Female,Bachelor,Yes,No,Yes,No,No,80k-120k,1k-10k,0,1,1,0,1,0,0,0
10666,2022-06-15,Sofia Santos,65,Male,Bachelor,Yes,No,Yes,Yes,No,50k-80k,1k-10k,1,1,1,0,0,1,0,0
4305,2021-09-12,Freya Wagner,44,Female,Primary,No,Yes,Yes,Yes,Yes,30k-50k,10k-50k,1,1,0,0,0,1,0,1
34779,2021-12-17,Isabella Rossi,64,Male,Bachelor,No,Yes,Yes,Yes,Yes,80k-120k,<1k,1,1,0,1,0,1,0,0
16001,2021-06-30,Antoine Weber,56,Female,Secondary,Yes,Yes,Yes,No,No,50k-80k,<1k,0,1,0,1,0,1,0,1
34657,2021-07-28,Arthur Moreau,66,Female,Bachelor,Yes,No,Yes,No,No,80k-120k,10k-50k,0,1,1,1,0,0,0,1
31766,2023-06-24,Sofia Costa,28,Female,Secondary,Yes,No,No,No,No,30k-50k,1k-10k,1,1,0,1,0,0,0,0
16753,2023-04-30,Thomas Ricci,36,Female,Bachelor,Yes,Yes,No,Yes,Yes,80k-120k,<1k,1,1,1,1,1,0,0,0
1763,2020-03-25,Isabella Dubois,21,Male,Bachelor,No,No,Yes,No,No,80k-120k,>50k,1,1,1,1,0,0,0,1
17378,2021-06-25,Freya Taylor,71,Male,Secondary,Yes,Yes,Yes,No,No,30k-50k,1k-10k,0,1,0,0,1,0,0,0
17572,2022-03-21,Marie Schmidt,40,Female,Secondary,No,No,No,No,No,50k-80k,<1k,1,0,1,1,0,0,0,0
3,2023-04-26,Sofia Dupont,69,Male,Secondary,Yes,No,Yes,No,No,30k-50k,1k-10k,0,1,0,1,0,0,0,0
27766,2023-05-01,Arthur Walker,73,Male,Bachelor,No,No,No,No,No,50k-80k,10k-50k,1,0,1,1,0,0,0,1
764,2023-09-15,Amelia Costa,71,Male,Secondary,Yes,No,Yes,No,No,30k-50k,1k-10k,1,1,0,0,0,0,0,0
24842,2021-10-03,Anna Brown,69,Male,Primary,No,Yes,No,No,No,<30k,>50k,0,0,0,0,0,1,0,0
35251,2021-11-02,Matteo Martin,52,Female,Secondary,Yes,Yes,No,Yes,Yes,50k-80k,<1k,1,1,0,0,0,0,0,1
10922,2021-09-25,George Bernard,52,Female,Secondary,Yes,No,No,No,No,30k-50k,1k-10k,1,0,1,1,0,0,0,0
19225,2022-06-14,Oscar Dupont,38,Male,Secondary,Yes,No,Yes,Yes,Yes,50k-80k,<1k,0,1,1,0,1,0,0,0
21731,2021-07-23,Elena Bernard,72,Male,Primary,Yes,No,Yes,No,No,30k-50k,1k-10k,1,1,1,0,0,0,0,0
18808,2023-05-17,James Bianchi,44,Male,Secondary,Yes,Yes,No,Yes,Yes,30k-50k,1k-10k,0,1,0,1,1,0,0,0
21766,2021-05-08,Sofia Silva,20,Male,Postgraduate,Yes,No,No,Yes,No,>120k,<1k,1,1,1,1,0,1,1,0
26990,2023-06-04,Paul Meyer,70,Female,Primary,Yes,No,Yes,Yes,Yes,30k-50k,10k-50k,1,0,0,1,1,1,0,1
13055,2022-05-13,Louis Santos,35,Female,Secondary,No,No,No,No,No,50k-80k,1k-10k,1,0,1,1,0,0,0,1
2476,2021-12-11,Giulia Pereira,27,Male,Bachelor,No,No,No,No,No,80k-120k,<1k,0,1,1,1,0,0,0,0
38818,2022-04-04,Amelia Wagner,41,Female,Primary,Yes,No,Yes,No,No,30k-50k,1k-10k,0,1,0,0,1,1,0,0
5998,2023-10-13,Andrea Schmidt,45,Female,Secondary,Yes,Yes,No,Yes,No,30k-50k,1k-10k,1,1,1,0,0,0,0,0
6787,2022-12-07,Lily Moreau,38,Female,Bachelor,No,Yes,No,Yes,No,80k-120k,1k-10k,0,1,1,0,0,0,0,1
21723,2023-07-08,Francesco Thompson,24,Male,Bachelor,Yes,No,Yes,No,No,50k-80k,<1k,1,1,0,1,0,0,0,0
11085,2023-01-12,Sophia Müller,70,Male,Primary,Yes,No,No,No,No,<30k,1k-10k,0,0,1,1,0,0,0,0
21419,2021-02-06,Jules Rossi,65,Female,Primary,Yes,No,No,No,No,30k-50k,1k-10k,0,0,1,0,0,0,0,1
4466,2023-05-26,Marie White,63,Male,Primary,No,No,No,No,No,30k-50k,10k-50k,1,0,0,0,1,0,0,0
